itemCode,製品名:和名,製造販売元,経済課コード,リスク区分等,成分名
,ウチダの温経湯,（株）ウチダ和漢薬,520G00A01824,第2類,
,ウチダの温清飲,（株）ウチダ和漢薬,520Z00A00673,第2類,
,ウチダの温清飲エキス散,（株）ウチダ和漢薬,520B02A00025,第2類,
,ウチダの温清飲エキス散（分包）,（株）ウチダ和漢薬,520B01A00026,第2類,
,ウチダの黄耆建中湯,（株）ウチダ和漢薬,520G00A00459,第2類,
,ウチダの黄解丸加大黄,（株）ウチダ和漢薬,520R00A01055,第2類,
,ウチダの黄ごん湯,（株）ウチダ和漢薬,520G02A00569,第2類,
,ウチダの黄柏末,（株）ウチダ和漢薬,510G00A03142,第3類,
,ウチダの黄連解毒丸,（株）ウチダ和漢薬,520R00A02152,第2類,
,ウチダの黄連解毒湯,（株）ウチダ和漢薬,520G00A00656,第2類,
,ウチダの黄連解毒湯エキス散,（株）ウチダ和漢薬,520B00A01073,第2類,
,ウチダの黄連湯,（株）ウチダ和漢薬,520G00A00825,第2類,
,ウチダの黄連湯エキス散,（株）ウチダ和漢薬,520B00A01355,第2類,
,ウチダの黄連湯エキス散（分包）,（株）ウチダ和漢薬,520B02A00091,第2類,
,ウチダの乙字湯,（株）ウチダ和漢薬,520G00A00610,第2類,
,ウチダの乙字湯エキス散,（株）ウチダ和漢薬,520B01A00661,第2類,
,ウチダの温中止痛湯（分包）,（株）ウチダ和漢薬,520B00A01342,第2類,
,ウチダの海人草,（株）ウチダ和漢薬,510G00A03179,第2類,
,ウチダの葛根黄連黄ごん湯,（株）ウチダ和漢薬,520G00A00949,第2類,
,ウチダのカッコン湯,（株）ウチダ和漢薬,520G00A01094,第2類,
,ウチダの葛根湯エキス散,（株）ウチダ和漢薬,520B01A00828,第2類,
,ウチダの葛根湯加辛夷川きゅう,（株）ウチダ和漢薬,520G00A01682,第2類,
,ウチダの葛根湯加川きゅう辛夷エキス散,（株）ウチダ和漢薬,520B01A00055,第2類,
,ウチダの加味逍遙散,（株）ウチダ和漢薬,520B00A00893,第2類,
,ウチダの加味逍遙散料,（株）ウチダ和漢薬,520Z00A00657,第2類,
,ウチダの加味逍遙散料エキス散,（株）ウチダ和漢薬,520B00A00658,第2類,
,ウチダの乾姜人参半夏丸,（株）ウチダ和漢薬,520R00A01239,第2類,
,ウチダの甘麦大棗湯,（株）ウチダ和漢薬,520G00A00688,第2類,
,ウチダの帰脾湯,（株）ウチダ和漢薬,520G00A00567,第2類,
,ウチダのきゅう帰膠艾湯,（株）ウチダ和漢薬,520G00A00748,第2類,
,ウチダの九味梹榔湯,（株）ウチダ和漢薬,520G00A00013,第2類,
,ウチダの荊芥連翹湯,（株）ウチダ和漢薬,520G00A00951,第2類,
,ウチダの桂枝加黄耆湯,（株）ウチダ和漢薬,520G00A00136,第2類,
,ウチダの桂枝加芍薬湯,（株）ウチダ和漢薬,520G00A00005,第2類,
,ウチダの桂枝加芍薬湯エキス散,（株）ウチダ和漢薬,520B00A01191,第2類,
,ウチダの桂枝加朮附湯,（株）ウチダ和漢薬,520G00A00682,第2類,
,ウチダの桂枝加附子湯,（株）ウチダ和漢薬,520G00A00686,指定第2類,
,ウチダの桂枝加竜骨牡蛎湯,（株）ウチダ和漢薬,520G00A00747,第2類,
,ウチダの桂枝加竜骨牡蛎湯エキス散,（株）ウチダ和漢薬,520B00A01307,第2類,
,ウチダの恵賜去風,（株）ウチダ和漢薬,520B00A00051,第2類,
,ウチダの桂枝芍薬知母湯,（株）ウチダ和漢薬,520G00A00679,第2類,
,ウチダの桂枝湯,（株）ウチダ和漢薬,520G00A01926,第2類,
,ウチダの桂枝湯エキス散,（株）ウチダ和漢薬,520B01A00840,第2類,
,ウチダの桂枝茯苓丸,（株）ウチダ和漢薬,520R00A02406,第2類,
,ウチダの桂枝茯苓丸料,（株）ウチダ和漢薬,520G01A00941,第2類,
,ウチダの桂枝茯苓丸料エキス散,（株）ウチダ和漢薬,520B00A00198,第2類,
,ウチダの桂枝麻黄各半湯,（株）ウチダ和漢薬,520G00A00955,第2類,
,ウチダの恵麗安順,（株）ウチダ和漢薬,520B00A00290,第2類,
,ウチダの決明子,（株）ウチダ和漢薬,510G00A03153,第3類,
,ウチダの解筋止痛湯（分包）,（株）ウチダ和漢薬,520B02A00301,第2類,
,ウチダの解表舒筋,（株）ウチダ和漢薬,520G01A00327,第2類,
,ウチダのげんのしょうこ末,（株）ウチダ和漢薬,510G00A03158,第3類,
,ウチダの香蘇散,（株）ウチダ和漢薬,520B00A00891,第2類,
,ウチダの香蘇散料,（株）ウチダ和漢薬,520Z00A00670,第2類,
,ウチダの攻肥聖健,（株）ウチダ和漢薬,520B01A00613,第2類,
,ウチダの牛黄,（株）ウチダ和漢薬,590B00A00453,第3類,
,ウチダの五積散,（株）ウチダ和漢薬,520B00A00890,第2類,
,ウチダの五積散料,（株）ウチダ和漢薬,520Z00A00668,第2類,
,ウチダの呉茱萸湯,（株）ウチダ和漢薬,520G00A00824,第2類,
,ウチダの五味利水,（株）ウチダ和漢薬,520B02A01365,第2類,
,ウチダの五苓散,（株）ウチダ和漢薬,520B00A00810,第2類,
,ウチダの五苓散料,（株）ウチダ和漢薬,520Z00A00753,第2類,
,ウチダの五苓散料エキス散,（株）ウチダ和漢薬,520B00A00830,第2類,
,ウチダの柴陥湯,（株）ウチダ和漢薬,520G00A00056,第2類,
,ウチダの柴胡加龍骨牡蛎湯,（株）ウチダ和漢薬,520G00A01931,第2類,
,ウチダの柴胡加竜骨牡蛎湯エキス散,（株）ウチダ和漢薬,520B01A01461,第2類,
,ウチダの柴胡桂枝乾姜湯,（株）ウチダ和漢薬,520G00A01648,第2類,
,ウチダの柴胡桂枝乾姜湯エキス散,（株）ウチダ和漢薬,520B00A00114,第2類,
,ウチダの柴胡桂枝湯,（株）ウチダ和漢薬,520G00A01927,第2類,
,ウチダの柴胡桂枝湯エキス散,（株）ウチダ和漢薬,520B02A00659,第2類,
,ウチダの柴胡清肝湯,（株）ウチダ和漢薬,520G00A00007,第2類,
,ウチダの柴胡清肝湯エキス散,（株）ウチダ和漢薬,520B00A01145,第2類,
,ウチダの柴苓湯,（株）ウチダ和漢薬,520G00A00444,第2類,
,ウチダのサフラン,（株）ウチダ和漢薬,510G00A03162,第3類,
,ウチダの三黄丸,（株）ウチダ和漢薬,520R00A01057,第2類,
,ウチダの三黄瀉心湯,（株）ウチダ和漢薬,520G00A00661,第2類,
,ウチダの三黄瀉心湯エキス散,（株）ウチダ和漢薬,520B01A00186,第2類,
,ウチダの山梔子末,（株）ウチダ和漢薬,510G00A03164,第3類,
,ウチダの酸棗仁湯,（株）ウチダ和漢薬,520G00A00612,第2類,
,ウチダの紫雲膏,（株）ウチダ和漢薬,520N00A01240,第2類,
,ウチダの四逆散,（株）ウチダ和漢薬,520B00A00811,第2類,
,ウチダの四逆湯,（株）ウチダ和漢薬,520G00A00680,第2類,
,ウチダの紫根牡蠣湯,（株）ウチダ和漢薬,520G00A00683,第2類,
,ウチダの梔子柏皮湯,（株）ウチダ和漢薬,520G00A00004,第2類,
,ウチダの七物降下湯,（株）ウチダ和漢薬,520G00A00307,第2類,
,ウチダの四物湯,（株）ウチダ和漢薬,520G01A00666,第2類,
,ウチダの四物湯エキス散,（株）ウチダ和漢薬,520B01A01371,第2類,
,ウチダの炙甘草湯,（株）ウチダ和漢薬,520G00A01238,第2類,
,ウチダの芍薬甘草湯,（株）ウチダ和漢薬,520G00A00662,第2類,
,ウチダの芍薬甘草湯エキス散,（株）ウチダ和漢薬,520B01A01357,第2類,
,ウチダの四薬温血湯（分包）,（株）ウチダ和漢薬,520B04A00299,第2類,
,ウチダの小陥胸湯,（株）ウチダ和漢薬,520G00A00684,第2類,
,ウチダの生姜瀉心湯,（株）ウチダ和漢薬,520G00A01043,第2類,
,ウチダの小建中湯,（株）ウチダ和漢薬,520G00A01823,第2類,
,ウチダの小柴胡合半夏厚朴湯,（株）ウチダ和漢薬,520G00A00821,第2類,
,ウチダの小柴胡湯,（株）ウチダ和漢薬,520G00A00057,第2類,
,ウチダの小柴胡湯エキス散U,（株）ウチダ和漢薬,520B01A01141,第2類,
,ウチダの小柴胡湯加桔梗石膏,（株）ウチダ和漢薬,520Z00A00826,第2類,
,ウチダの小少陽,（株）ウチダ和漢薬,520B02A01143,第2類,
,ウチダの小青龍湯,（株）ウチダ和漢薬,520G00A01095,第2類,
,ウチダの小青竜湯エキス散,（株）ウチダ和漢薬,520B00A00227,第2類,
,ウチダの小ハンゲ加ブクリョウ湯,（株）ウチダ和漢薬,520G00A01096,第2類,
,ウチダの消風散,（株）ウチダ和漢薬,520B00A00888,第2類,
,ウチダの升麻葛根湯,（株）ウチダ和漢薬,520G01A01494,第2類,
,ウチダの生薬製剤二号方,（株）ウチダ和漢薬,520B02A00787,第2類,
,ウチダの辛夷清肺湯,（株）ウチダ和漢薬,520G00A00818,第2類,
,ウチダの辛夷清肺湯エキス散,（株）ウチダ和漢薬,520B00A00187,第2類,
,ウチダの神秘湯,（株）ウチダ和漢薬,520G00A00663,第2類,
,ウチダの神秘湯エキス散,（株）ウチダ和漢薬,520B01A01112,第2類,
,ウチダの真武湯,（株）ウチダ和漢薬,520G00A00681,第2類,
,ウチダの十全大補湯,（株）ウチダ和漢薬,520G00A00795,第2類,
,ウチダの十味敗毒散,（株）ウチダ和漢薬,520B00A00812,第2類,
,ウチダの十味敗毒湯,（株）ウチダ和漢薬,520G01A00567,第2類,
,ウチダの十味敗毒湯エキス散,（株）ウチダ和漢薬,520B02A01150,第2類,
,ウチダの順血温補湯（分包）,（株）ウチダ和漢薬,520B01A00297,第2類,
,ウチダの参蘇飲,（株）ウチダ和漢薬,520Z00A00600,第2類,
,ウチダの清熱瀉火,（株）ウチダ和漢薬,520B03A01075,第2類,
,ウチダの折衝飲,（株）ウチダ和漢薬,520Z00A00650,第2類,
,ウチダの洗肝明目湯,（株）ウチダ和漢薬,520G00A00815,第2類,
,ウチダのセンナ末,（株）ウチダ和漢薬,510G00A03170,指定第2類,
,ウチダのせんぶり,（株）ウチダ和漢薬,510G00A03171,第3類,
,ウチダのせんぶり末,（株）ウチダ和漢薬,510G00A03173,第3類,
,ウチダの旋覆花代赭石湯,（株）ウチダ和漢薬,520G00A00648,第2類,
,ウチダの千方里芯,（株）ウチダ和漢薬,520B00A00050,第2類,
,ウチダの双鈎順気,（株）ウチダ和漢薬,520B00A00594,第2類,
,ウチダの疎経活血湯,（株）ウチダ和漢薬,520G00A01042,第2類,
,ウチダの疎経活血湯エキス散,（株）ウチダ和漢薬,520B00A00054,第2類,
,ウチダの疎風定痛湯（分包）,（株）ウチダ和漢薬,520B00A00464,第2類,
,ウチダの続命湯,（株）ウチダ和漢薬,520G00A00008,第2類,
,ウチダの太陽爽鼻湯（分包）,（株）ウチダ和漢薬,520B00A00465,第2類,
,ウチダの大黄牡丹皮湯,（株）ウチダ和漢薬,520G00A00745,第2類,
,ウチダの大甘丸,（株）ウチダ和漢薬,520R00A00649,第2類,
,ウチダの大柴胡去大黄湯,（株）ウチダ和漢薬,520G00A01932,第2類,
,ウチダの大柴胡湯,（株）ウチダ和漢薬,520G00A00546,第2類,
,ウチダの大柴胡湯エキス散U,（株）ウチダ和漢薬,520B02A01138,第2類,
,ウチダの大少陽,（株）ウチダ和漢薬,520B01A01140,第2類,
,ウチダの大青龍湯,（株）ウチダ和漢薬,520G00A00010,指定第2類,
,ウチダの大防風湯,（株）ウチダ和漢薬,520G00A00012,指定第2類,
,ウチダの竹葉石膏湯,（株）ウチダ和漢薬,520G00A00651,第2類,
,ウチダの中焦健和,（株）ウチダ和漢薬,520B00A00796,第2類,
,ウチダの釣藤散,（株）ウチダ和漢薬,520Z00A00508,第2類,
,ウチダの釣藤散料エキス散,（株）ウチダ和漢薬,520B00A01130,第2類,
,ウチダの猪苓湯,（株）ウチダ和漢薬,520G00A01589,第2類,
,ウチダの猪苓湯エキス散,（株）ウチダ和漢薬,520B00A10305,第2類,
,ウチダの通導散,（株）ウチダ和漢薬,520B00A00887,第2類,
,ウチダの通導散料,（株）ウチダ和漢薬,520Z00A00784,第2類,
,ウチダの天地通暢,（株）ウチダ和漢薬,520B01A00046,第2類,
,ウチダの当帰飲子,（株）ウチダ和漢薬,520Z00A01320,第2類,
,ウチダの当帰建中湯,（株）ウチダ和漢薬,520G00A01646,第2類,
,ウチダの当帰四逆加呉茱萸生姜湯,（株）ウチダ和漢薬,520G00A00676,第2類,
,ウチダの当帰四逆加呉茱萸生姜湯エキス散,（株）ウチダ和漢薬,520B00A01012,第2類,
,ウチダの当帰芍薬散,（株）ウチダ和漢薬,520B00A00530,第2類,
,ウチダの当帰芍薬散料,（株）ウチダ和漢薬,520Z00A00940,第2類,
,ウチダの当帰芍薬散料エキス散,（株）ウチダ和漢薬,520B01A00721,第2類,
,ウチダのどくだみP,（株）ウチダ和漢薬,510G00A03168,第3類,
,ウチダの人参,（株）ウチダ和漢薬,510G00A03176,第3類,
,ウチダの人参錠,（株）ウチダ和漢薬,590C00A00183,第3類,
,ウチダの人参湯,（株）ウチダ和漢薬,520G00A01647,第2類,
,ウチダの人参養栄湯,（株）ウチダ和漢薬,520G00A00947,第2類,
,ウチダの排膿散,（株）ウチダ和漢薬,520B00A00813,第2類,
,ウチダの排膿散及湯,（株）ウチダ和漢薬,520G00A00743,第2類,
,ウチダの八味丸,（株）ウチダ和漢薬,520R00A01897,第2類,
,ウチダの八味丸料,（株）ウチダ和漢薬,520G00A00952,第2類,
,ウチダの半夏厚朴湯,（株）ウチダ和漢薬,520G00A01631,第2類,
,ウチダの半夏厚朴湯エキス散,（株）ウチダ和漢薬,520B02A00555,第2類,
,ウチダの半夏瀉心湯,（株）ウチダ和漢薬,520G00A00294,第2類,
,ウチダの半夏瀉心湯エキス散,（株）ウチダ和漢薬,520B00A01222,第2類,
,ウチダの半夏白朮天麻湯,（株）ウチダ和漢薬,520G00A00939,第2類,
,ウチダの半裏回陽,（株）ウチダ和漢薬,520B02A00048,第2類,
,ウチダの麦門冬湯,（株）ウチダ和漢薬,520G00A00678,第2類,
,ウチダの表解麗容,（株）ウチダ和漢薬,520B00A01185,第2類,
,ウチダの表湿清澄,（株）ウチダ和漢薬,520B01A01145,第2類,
,ウチダの白虎加桂枝湯,（株）ウチダ和漢薬,520G00A01448,第2類,
,ウチダの白虎加人参湯,（株）ウチダ和漢薬,520G00A00677,第2類,
,ウチダの婦徳安潤,（株）ウチダ和漢薬,520B00A01131,第2類,
,ウチダの茯苓飲,（株）ウチダ和漢薬,520Z01A00940,第2類,
,ウチダの平胃散,（株）ウチダ和漢薬,520B00A00814,第2類,
,ウチダの平胃散料,（株）ウチダ和漢薬,520Z00A00671,第2類,
,ウチダの平胃散料エキス散,（株）ウチダ和漢薬,520B00A00494,第2類,
,ウチダの補中益気湯,（株）ウチダ和漢薬,520G00A01629,第2類,
,ウチダの補中益気湯エキス散,（株）ウチダ和漢薬,520B01A01192,第2類,
,ウチダの保中回帰,（株）ウチダ和漢薬,520B01A00044,第2類,
,ウチダの防已黄耆湯,（株）ウチダ和漢薬,520G00A00658,第2類,
,ウチダの防已黄耆湯エキス散,（株）ウチダ和漢薬,520B02A01207,第2類,
,ウチダの防風通聖散料,（株）ウチダ和漢薬,520Z00A00822,第2類,
,ウチダの防風通聖散料エキス散,（株）ウチダ和漢薬,520B00A00616,第2類,
,ウチダの麻黄加朮湯,（株）ウチダ和漢薬,520G00A00072,指定第2類,
,ウチダの麻黄湯,（株）ウチダ和漢薬,520G00A01630,第2類,
,ウチダの麻黄湯エキス散,（株）ウチダ和漢薬,520B01A00966,第2類,
,ウチダの麻黄附子細辛湯,（株）ウチダ和漢薬,520G00A00687,第2類,
,ウチダの麻杏甘石湯,（株）ウチダ和漢薬,520G00A01930,第2類,
,ウチダの麻杏甘石湯エキス散,（株）ウチダ和漢薬,520B00A02234,第2類,
